,@type,eg:amount_beneficiaries,eg:county,eg:indicator,eg:n_beneficiaries,eg:state
17054,eg:Record,2324000,Avery,Aged 65 or older / Men,1610,North Carolina
17055,eg:Record,13567000,Beaufort,Retirement / Retired workers,9970,North Carolina
17056,eg:Record,264000,Beaufort,Retirement / Spouses,350,North Carolina
17057,eg:Record,91000,Beaufort,Retirement / Children,140,North Carolina
17058,eg:Record,1214000,Beaufort,Survivors / Widow(er)s and parents,990,North Carolina
17059,eg:Record,325000,Beaufort,Survivors / Children,400,North Carolina
17060,eg:Record,2445000,Beaufort,Disability / Disabled workers,2125,North Carolina
17061,eg:Record,12000,Beaufort,Disability / Spouses,40,North Carolina
17062,eg:Record,121000,Beaufort,Disability / Children,330,North Carolina
17063,eg:Record,7339000,Beaufort,Aged 65 or older / Men,4705,North Carolina
17064,eg:Record,4391000,Bertie,Retirement / Retired workers,3595,North Carolina
17065,eg:Record,57000,Bertie,Retirement / Spouses,95,North Carolina
17066,eg:Record,36000,Bertie,Retirement / Children,55,North Carolina
17067,eg:Record,443000,Bertie,Survivors / Widow(er)s and parents,415,North Carolina
17068,eg:Record,159000,Bertie,Survivors / Children,235,North Carolina
17069,eg:Record,1433000,Bertie,Disability / Disabled workers,1315,North Carolina
17070,eg:Record,5000,Bertie,Disability / Spouses,15,North Carolina
17071,eg:Record,89000,Bertie,Disability / Children,255,North Carolina
17072,eg:Record,2227000,Bertie,Aged 65 or older / Men,1590,North Carolina
17073,eg:Record,6935000,Bladen,Retirement / Retired workers,5395,North Carolina
17074,eg:Record,117000,Bladen,Retirement / Spouses,180,North Carolina
17075,eg:Record,59000,Bladen,Retirement / Children,95,North Carolina
17076,eg:Record,638000,Bladen,Survivors / Widow(er)s and parents,575,North Carolina
17077,eg:Record,250000,Bladen,Survivors / Children,335,North Carolina
17078,eg:Record,1955000,Bladen,Disability / Disabled workers,1720,North Carolina
17079,eg:Record,8000,Bladen,Disability / Spouses,20,North Carolina
17080,eg:Record,118000,Bladen,Disability / Children,310,North Carolina
17081,eg:Record,3589000,Bladen,Aged 65 or older / Men,2455,North Carolina
17082,eg:Record,54564000,Brunswick,Retirement / Retired workers,35805,North Carolina
17083,eg:Record,1033000,Brunswick,Retirement / Spouses,1200,North Carolina
17084,eg:Record,192000,Brunswick,Retirement / Children,245,North Carolina
17085,eg:Record,2894000,Brunswick,Survivors / Widow(er)s and parents,2140,North Carolina
17086,eg:Record,645000,Brunswick,Survivors / Children,740,North Carolina
17087,eg:Record,5970000,Brunswick,Disability / Disabled workers,4540,North Carolina
17088,eg:Record,24000,Brunswick,Disability / Spouses,75,North Carolina
17089,eg:Record,247000,Brunswick,Disability / Children,615,North Carolina
17090,eg:Record,29966000,Brunswick,Aged 65 or older / Men,17160,North Carolina
17091,eg:Record,60676000,Buncombe,Retirement / Retired workers,42945,North Carolina
17092,eg:Record,1473000,Buncombe,Retirement / Spouses,1760,North Carolina
17093,eg:Record,398000,Buncombe,Retirement / Children,570,North Carolina
17094,eg:Record,4553000,Buncombe,Survivors / Widow(er)s and parents,3425,North Carolina
17095,eg:Record,1194000,Buncombe,Survivors / Children,1425,North Carolina
17096,eg:Record,9917000,Buncombe,Disability / Disabled workers,8545,North Carolina
17097,eg:Record,25000,Buncombe,Disability / Spouses,70,North Carolina
17098,eg:Record,436000,Buncombe,Disability / Children,1200,North Carolina
17099,eg:Record,31058000,Buncombe,Aged 65 or older / Men,19600,North Carolina
17100,eg:Record,20454000,Burke,Retirement / Retired workers,15370,North Carolina
17101,eg:Record,228000,Burke,Retirement / Spouses,310,North Carolina
17102,eg:Record,203000,Burke,Retirement / Children,280,North Carolina
17103,eg:Record,1377000,Burke,Survivors / Widow(er)s and parents,1160,North Carolina
17104,eg:Record,753000,Burke,Survivors / Children,885,North Carolina
17105,eg:Record,4430000,Burke,Disability / Disabled workers,3780,North Carolina
17106,eg:Record,10000,Burke,Disability / Spouses,40,North Carolina
17107,eg:Record,232000,Burke,Disability / Children,570,North Carolina
17108,eg:Record,10166000,Burke,Aged 65 or older / Men,6870,North Carolina
17109,eg:Record,35760000,Cabarrus,Retirement / Retired workers,24760,North Carolina
17110,eg:Record,507000,Cabarrus,Retirement / Spouses,630,North Carolina
17111,eg:Record,190000,Cabarrus,Retirement / Children,265,North Carolina
17112,eg:Record,2401000,Cabarrus,Survivors / Widow(er)s and parents,1805,North Carolina
17113,eg:Record,969000,Cabarrus,Survivors / Children,1100,North Carolina
17114,eg:Record,6546000,Cabarrus,Disability / Disabled workers,5115,North Carolina
17115,eg:Record,16000,Cabarrus,Disability / Spouses,50,North Carolina
17116,eg:Record,433000,Cabarrus,Disability / Children,1055,North Carolina
17117,eg:Record,17857000,Cabarrus,Aged 65 or older / Men,10810,North Carolina
17118,eg:Record,18924000,Caldwell,Retirement / Retired workers,14265,North Carolina
17119,eg:Record,242000,Caldwell,Retirement / Spouses,335,North Carolina
17120,eg:Record,132000,Caldwell,Retirement / Children,180,North Carolina
17121,eg:Record,1329000,Caldwell,Survivors / Widow(er)s and parents,1110,North Carolina
17122,eg:Record,474000,Caldwell,Survivors / Children,595,North Carolina
17123,eg:Record,4349000,Caldwell,Disability / Disabled workers,3675,North Carolina
17124,eg:Record,15000,Caldwell,Disability / Spouses,45,North Carolina
17125,eg:Record,217000,Caldwell,Disability / Children,590,North Carolina
17126,eg:Record,9690000,Caldwell,Aged 65 or older / Men,6495,North Carolina
17127,eg:Record,1982000,Camden,Retirement / Retired workers,1525,North Carolina
17128,eg:Record,41000,Camden,Retirement / Spouses,60,North Carolina
17129,eg:Record,19000,Camden,Retirement / Children,25,North Carolina
17130,eg:Record,173000,Camden,Survivors / Widow(er)s and parents,140,North Carolina
17131,eg:Record,42000,Camden,Survivors / Children,55,North Carolina
17132,eg:Record,362000,Camden,Disability / Disabled workers,280,North Carolina
17133,eg:Record,2000,Camden,Disability / Spouses,5,North Carolina
17134,eg:Record,25000,Camden,Disability / Children,55,North Carolina
17135,eg:Record,1036000,Camden,Aged 65 or older / Men,705,North Carolina
17136,eg:Record,19588000,Carteret,Retirement / Retired workers,14480,North Carolina
17137,eg:Record,388000,Carteret,Retirement / Spouses,510,North Carolina
17138,eg:Record,102000,Carteret,Retirement / Children,135,North Carolina
17139,eg:Record,1554000,Carteret,Survivors / Widow(er)s and parents,1220,North Carolina
17140,eg:Record,326000,Carteret,Survivors / Children,380,North Carolina
17141,eg:Record,2772000,Carteret,Disability / Disabled workers,2345,North Carolina
17142,eg:Record,12000,Carteret,Disability / Spouses,45,North Carolina
17143,eg:Record,118000,Carteret,Disability / Children,315,North Carolina
17144,eg:Record,10358000,Carteret,Aged 65 or older / Men,6765,North Carolina
17145,eg:Record,5590000,Caswell,Retirement / Retired workers,4315,North Carolina
17146,eg:Record,74000,Caswell,Retirement / Spouses,110,North Carolina
17147,eg:Record,37000,Caswell,Retirement / Children,55,North Carolina
17148,eg:Record,423000,Caswell,Survivors / Widow(er)s and parents,380,North Carolina
17149,eg:Record,155000,Caswell,Survivors / Children,195,North Carolina
17150,eg:Record,1438000,Caswell,Disability / Disabled workers,1175,North Carolina
17151,eg:Record,4000,Caswell,Disability / Spouses,15,North Carolina
17152,eg:Record,85000,Caswell,Disability / Children,240,North Carolina
17153,eg:Record,2877000,Caswell,Aged 65 or older / Men,1985,North Carolina
17154,eg:Record,38645000,Catawba,Retirement / Retired workers,27215,North Carolina
17155,eg:Record,542000,Catawba,Retirement / Spouses,670,North Carolina
17156,eg:Record,237000,Catawba,Retirement / Children,320,North Carolina
17157,eg:Record,2595000,Catawba,Survivors / Widow(er)s and parents,2010,North Carolina
17158,eg:Record,904000,Catawba,Survivors / Children,1060,North Carolina
17159,eg:Record,6984000,Catawba,Disability / Disabled workers,5750,North Carolina
17160,eg:Record,11000,Catawba,Disability / Spouses,45,North Carolina
17161,eg:Record,327000,Catawba,Disability / Children,860,North Carolina
17162,eg:Record,19568000,Catawba,Aged 65 or older / Men,12100,North Carolina
17163,eg:Record,22409000,Chatham,Retirement / Retired workers,14605,North Carolina
17164,eg:Record,663000,Chatham,Retirement / Spouses,695,North Carolina
17165,eg:Record,106000,Chatham,Retirement / Children,140,North Carolina
17166,eg:Record,1278000,Chatham,Survivors / Widow(er)s and parents,900,North Carolina
17167,eg:Record,332000,Chatham,Survivors / Children,355,North Carolina
17168,eg:Record,2001000,Chatham,Disability / Disabled workers,1560,North Carolina
17169,eg:Record,4000,Chatham,Disability / Spouses,15,North Carolina
17170,eg:Record,85000,Chatham,Disability / Children,210,North Carolina
17171,eg:Record,11663000,Chatham,Aged 65 or older / Men,6685,North Carolina
17172,eg:Record,9397000,Cherokee,Retirement / Retired workers,7215,North Carolina
17173,eg:Record,148000,Cherokee,Retirement / Spouses,230,North Carolina
17174,eg:Record,56000,Cherokee,Retirement / Children,80,North Carolina
17175,eg:Record,696000,Cherokee,Survivors / Widow(er)s and parents,605,North Carolina
17176,eg:Record,207000,Cherokee,Survivors / Children,240,North Carolina
17177,eg:Record,1774000,Cherokee,Disability / Disabled workers,1510,North Carolina
17178,eg:Record,5000,Cherokee,Disability / Spouses,20,North Carolina
17179,eg:Record,86000,Cherokee,Disability / Children,245,North Carolina
17180,eg:Record,5046000,Cherokee,Aged 65 or older / Men,3445,North Carolina
17181,eg:Record,3936000,Chowan,Retirement / Retired workers,3055,North Carolina
17182,eg:Record,82000,Chowan,Retirement / Spouses,115,North Carolina
17183,eg:Record,28000,Chowan,Retirement / Children,40,North Carolina
17184,eg:Record,366000,Chowan,Survivors / Widow(er)s and parents,315,North Carolina
17185,eg:Record,114000,Chowan,Survivors / Children,140,North Carolina
17186,eg:Record,684000,Chowan,Disability / Disabled workers,615,North Carolina
17187,eg:Record,3000,Chowan,Disability / Spouses,10,North Carolina
17188,eg:Record,34000,Chowan,Disability / Children,105,North Carolina
17189,eg:Record,1977000,Chowan,Aged 65 or older / Men,1355,North Carolina
17190,eg:Record,3914000,Clay,Retirement / Retired workers,2995,North Carolina
17191,eg:Record,65000,Clay,Retirement / Spouses,95,North Carolina
17192,eg:Record,21000,Clay,Retirement / Children,30,North Carolina
17193,eg:Record,286000,Clay,Survivors / Widow(er)s and parents,240,North Carolina
17194,eg:Record,74000,Clay,Survivors / Children,85,North Carolina
17195,eg:Record,534000,Clay,Disability / Disabled workers,460,North Carolina
17196,eg:Record,0,Clay,Disability / Spouses,0,North Carolina
17197,eg:Record,17000,Clay,Disability / Children,55,North Carolina
17198,eg:Record,2050000,Clay,Aged 65 or older / Men,1425,North Carolina
17199,eg:Record,23985000,Cleveland,Retirement / Retired workers,17675,North Carolina
17200,eg:Record,271000,Cleveland,Retirement / Spouses,375,North Carolina
17201,eg:Record,160000,Cleveland,Retirement / Children,230,North Carolina
17202,eg:Record,1670000,Cleveland,Survivors / Widow(er)s and parents,1380,North Carolina
17203,eg:Record,717000,Cleveland,Survivors / Children,890,North Carolina
17204,eg:Record,5666000,Cleveland,Disability / Disabled workers,4810,North Carolina
17205,eg:Record,22000,Cleveland,Disability / Spouses,75,North Carolina
17206,eg:Record,298000,Cleveland,Disability / Children,790,North Carolina
17207,eg:Record,11869000,Cleveland,Aged 65 or older / Men,7710,North Carolina
17208,eg:Record,11913000,Columbus,Retirement / Retired workers,9175,North Carolina
17209,eg:Record,213000,Columbus,Retirement / Spouses,315,North Carolina
17210,eg:Record,112000,Columbus,Retirement / Children,180,North Carolina
17211,eg:Record,1135000,Columbus,Survivors / Widow(er)s and parents,1040,North Carolina
17212,eg:Record,470000,Columbus,Survivors / Children,625,North Carolina
17213,eg:Record,3318000,Columbus,Disability / Disabled workers,2945,North Carolina
17214,eg:Record,14000,Columbus,Disability / Spouses,45,North Carolina
17215,eg:Record,189000,Columbus,Disability / Children,520,North Carolina
17216,eg:Record,6185000,Columbus,Aged 65 or older / Men,4225,North Carolina
17217,eg:Record,23759000,Craven,Retirement / Retired workers,17430,North Carolina
17218,eg:Record,517000,Craven,Retirement / Spouses,675,North Carolina
17219,eg:Record,119000,Craven,Retirement / Children,170,North Carolina
17220,eg:Record,1773000,Craven,Survivors / Widow(er)s and parents,1455,North Carolina
17221,eg:Record,541000,Craven,Survivors / Children,685,North Carolina
17222,eg:Record,3957000,Craven,Disability / Disabled workers,3420,North Carolina
17223,eg:Record,13000,Craven,Disability / Spouses,45,North Carolina
17224,eg:Record,200000,Craven,Disability / Children,560,North Carolina
17225,eg:Record,12406000,Craven,Aged 65 or older / Men,7985,North Carolina
17226,eg:Record,45155000,Cumberland,Retirement / Retired workers,34440,North Carolina
17227,eg:Record,1007000,Cumberland,Retirement / Spouses,1440,North Carolina
17228,eg:Record,409000,Cumberland,Retirement / Children,635,North Carolina
17229,eg:Record,4789000,Cumberland,Survivors / Widow(er)s and parents,4110,North Carolina
17230,eg:Record,1902000,Cumberland,Survivors / Children,2440,North Carolina
17231,eg:Record,13924000,Cumberland,Disability / Disabled workers,11870,North Carolina
17232,eg:Record,54000,Cumberland,Disability / Spouses,180,North Carolina
17233,eg:Record,904000,Cumberland,Disability / Children,2450,North Carolina
17234,eg:Record,23180000,Cumberland,Aged 65 or older / Men,15455,North Carolina
17235,eg:Record,5058000,Currituck,Retirement / Retired workers,3745,North Carolina
17236,eg:Record,95000,Currituck,Retirement / Spouses,120,North Carolina
17237,eg:Record,28000,Currituck,Retirement / Children,35,North Carolina
17238,eg:Record,453000,Currituck,Survivors / Widow(er)s and parents,360,North Carolina
17239,eg:Record,134000,Currituck,Survivors / Children,150,North Carolina
17240,eg:Record,916000,Currituck,Disability / Disabled workers,715,North Carolina
17241,eg:Record,4000,Currituck,Disability / Spouses,10,North Carolina
17242,eg:Record,57000,Currituck,Disability / Children,130,North Carolina
17243,eg:Record,2757000,Currituck,Aged 65 or older / Men,1790,North Carolina
17244,eg:Record,10155000,Dare,Retirement / Retired workers,6985,North Carolina
17245,eg:Record,191000,Dare,Retirement / Spouses,230,North Carolina
17246,eg:Record,55000,Dare,Retirement / Children,65,North Carolina
17247,eg:Record,727000,Dare,Survivors / Widow(er)s and parents,525,North Carolina
17248,eg:Record,158000,Dare,Survivors / Children,180,North Carolina
17249,eg:Record,1030000,Dare,Disability / Disabled workers,805,North Carolina
17250,eg:Record,1000,Dare,Disability / Spouses,5,North Carolina
17251,eg:Record,45000,Dare,Disability / Children,115,North Carolina
17252,eg:Record,5416000,Dare,Aged 65 or older / Men,3290,North Carolina
17253,eg:Record,37569000,Davidson,Retirement / Retired workers,27100,North Carolina
17254,eg:Record,512000,Davidson,Retirement / Spouses,675,North Carolina
17255,eg:Record,209000,Davidson,Retirement / Children,300,North Carolina
17256,eg:Record,2618000,Davidson,Survivors / Widow(er)s and parents,2125,North Carolina
17257,eg:Record,957000,Davidson,Survivors / Children,1145,North Carolina
17258,eg:Record,7991000,Davidson,Disability / Disabled workers,6570,North Carolina
17259,eg:Record,21000,Davidson,Disability / Spouses,85,North Carolina
17260,eg:Record,368000,Davidson,Disability / Children,970,North Carolina
17261,eg:Record,19037000,Davidson,Aged 65 or older / Men,12135,North Carolina
